user_id,converted_any_yes,last_touch_yes,n_touchpoints,channel_direct_traffic,channel_display_ads,channel_email,channel_referral,channel_search_ads,channel_social_media
27774,1,1,3,1,0,0,1,1,0
27778,1,0,6,1,1,0,1,0,1
27814,1,0,4,0,1,1,1,0,1
27925,1,1,4,1,1,0,1,0,1
27942,1,1,5,0,0,0,1,1,1
27944,1,0,3,0,1,0,0,1,1
27971,1,1,1,0,1,0,0,0,0
28047,1,1,2,0,0,1,0,0,1
28134,1,1,3,0,0,0,1,0,1
28144,1,0,5,1,1,0,1,0,1
28171,1,0,3,1,0,1,0,0,0
28194,1,0,3,0,0,0,1,0,1
28246,1,0,2,1,0,0,0,1,0
28265,1,1,9,1,1,1,1,1,1
28268,1,1,4,0,0,1,1,1,0
28289,1,1,3,0,0,1,0,1,0
28295,0,0,3,1,0,0,1,0,1
28297,0,0,4,0,1,1,1,0,0
28385,1,0,8,0,1,1,1,0,1
28387,1,1,3,0,1,0,0,1,0
28400,1,1,2,1,0,0,0,0,0
28413,0,0,1,0,0,0,1,0,0
28459,1,1,4,0,1,1,0,1,1
28481,1,1,4,0,0,1,0,0,1
28505,1,1,1,0,0,1,0,0,0
28511,1,1,5,0,1,1,0,0,1
28524,1,1,2,0,0,0,0,1,1
28556,0,0,2,1,0,0,1,0,0
28567,1,0,4,0,0,1,0,1,0
28587,1,1,3,0,1,0,1,0,0
28589,1,1,5,0,0,0,1,1,0
28594,1,1,1,0,0,0,0,1,0
28623,1,1,5,1,1,0,1,1,0
28721,0,0,3,0,0,0,0,1,1
28729,1,1,3,1,0,1,0,1,0
28751,0,0,2,0,0,1,0,0,1
28848,0,0,2,1,0,0,1,0,0
28870,1,1,3,0,1,1,0,0,0
28912,1,1,4,1,0,0,1,0,1
28918,1,0,4,1,1,0,0,1,0
28919,0,0,4,0,0,1,1,0,0
28948,1,0,3,1,1,0,0,0,1
28965,0,0,1,0,1,0,0,0,0
28985,1,1,6,1,1,1,1,0,1
28998,1,0,4,1,0,1,0,0,0
29015,1,1,4,1,0,1,1,0,1
29031,1,0,4,1,0,1,0,1,1
29096,1,1,1,0,0,1,0,0,0
29109,1,1,5,1,1,0,1,1,1
29113,1,0,4,1,1,0,0,0,1
29114,0,0,2,0,0,0,1,0,1
29149,1,0,3,1,0,0,0,1,1
29164,1,1,4,0,1,0,1,1,1
29196,1,1,3,0,1,1,0,1,0
29206,1,1,5,1,0,1,0,1,0
29238,1,0,6,1,0,0,0,1,1
29261,0,0,1,0,0,1,0,0,0
29272,1,0,4,1,0,0,0,1,1
29328,0,0,1,1,0,0,0,0,0
29368,1,0,4,0,0,0,1,1,1
29395,1,0,4,1,0,0,0,1,1
29440,1,0,5,1,0,1,0,1,1
29461,1,0,5,0,1,1,1,0,1
29505,1,1,3,0,1,0,0,1,1
29648,1,0,3,0,0,0,1,1,1
29664,1,1,2,1,0,0,0,0,1
29679,1,0,2,1,0,1,0,0,0
29709,1,0,4,0,0,0,1,1,1
29719,1,0,5,1,0,1,0,0,1
29734,1,1,4,0,1,1,0,0,1
29773,1,0,3,0,0,0,0,1,1
29785,1,1,4,1,1,1,0,0,0
29800,1,1,2,1,1,0,0,0,0
29809,1,1,10,1,1,1,1,1,0
29834,1,1,2,0,0,1,0,0,1
29837,1,0,6,1,0,1,1,0,1
29844,0,0,4,0,0,1,0,1,0
29877,1,1,7,1,1,1,1,0,0
29914,1,1,6,0,1,1,0,1,1
30026,1,0,3,0,0,1,1,0,0
30087,0,0,4,0,0,1,1,0,1
30136,0,0,4,0,1,0,0,1,1
30141,1,1,1,0,0,0,0,1,0
30155,1,1,6,1,0,0,0,1,1
30274,1,1,5,1,1,0,0,1,1
30280,1,1,2,1,0,0,0,0,0
30299,1,1,7,1,0,1,1,1,1
30339,1,1,3,1,1,0,1,0,0
30380,1,0,4,0,0,1,0,1,1
30419,0,0,1,1,0,0,0,0,0
30429,1,0,4,1,1,1,0,1,0
30443,0,0,1,0,0,0,0,1,0
30446,1,0,3,0,1,0,0,0,1
30447,1,1,3,0,1,0,0,1,1
30460,1,1,7,1,1,0,0,1,1
30468,1,1,5,0,0,0,1,1,1
30521,1,0,4,0,1,1,1,0,0
30544,1,1,1,0,0,0,1,0,0
30578,1,0,8,1,0,0,1,1,1
30582,1,0,4,0,0,1,1,0,1
30588,1,0,3,0,1,0,1,0,0
30607,1,0,4,0,0,1,1,1,1
30628,1,1,1,0,0,0,0,0,1
30651,1,0,4,0,0,1,1,1,0
30664,1,1,5,0,0,1,1,0,1
30675,1,1,6,1,1,1,1,0,1
30694,0,0,2,1,0,0,0,0,1
30820,1,1,5,0,1,1,1,0,1
30842,1,1,3,0,0,1,1,0,0
30845,1,1,5,0,1,1,1,0,0
30888,1,1,3,1,1,0,0,0,1
30895,1,1,3,1,1,1,0,0,0
30910,1,0,4,0,1,0,1,0,1
30955,1,1,3,1,1,0,0,0,1
30977,1,1,3,0,0,0,1,1,1
30987,1,1,1,0,0,1,0,0,0
30989,1,0,4,0,1,1,0,1,0
31012,1,1,4,0,1,1,0,1,1
31021,1,0,5,1,1,0,1,0,1
31070,1,0,4,1,0,1,1,0,1
31126,1,1,4,0,0,1,0,1,0
31133,1,1,4,1,1,0,1,1,0
31134,1,0,6,1,0,1,0,1,0
31158,0,0,1,0,0,0,1,0,0
31185,1,0,3,0,1,0,0,1,1
31190,0,0,2,0,0,0,1,1,0
31200,1,1,3,0,0,0,1,1,0
31210,0,0,3,1,0,1,0,1,0
31213,1,1,7,1,1,1,0,1,0
31219,1,1,2,0,0,1,0,0,1
31273,1,1,5,0,1,0,1,1,1
31275,1,0,2,0,1,0,0,0,1
31278,1,0,4,1,1,0,0,1,1
31285,1,1,1,0,0,0,1,0,0
31308,1,0,4,1,1,0,0,0,1
31324,1,0,2,1,0,0,0,0,1
31340,1,1,6,1,0,1,1,0,0
31439,0,0,1,0,0,0,0,0,1
31581,1,0,4,0,0,1,0,1,1
31631,0,0,1,0,0,0,1,0,0
31643,1,1,4,1,1,0,1,0,0
31658,0,0,1,0,0,0,0,1,0
31679,1,0,8,1,0,1,1,1,1
31680,0,0,2,0,0,1,1,0,0
31703,1,0,5,1,0,1,1,0,1
31723,1,0,7,0,0,1,1,1,1
31763,0,0,4,0,1,0,0,1,1
31833,1,1,3,1,0,0,0,1,1
31868,0,0,1,1,0,0,0,0,0
31889,0,0,3,0,1,1,0,0,0
31901,1,1,4,1,0,0,1,1,1
31937,1,0,4,0,0,0,1,1,1
32052,1,1,2,1,0,0,0,0,1
32120,1,0,3,1,0,1,0,0,0
32160,0,0,4,0,1,1,1,0,0
32299,1,1,4,1,1,0,1,0,0
32344,1,0,5,0,1,1,1,0,1
32377,0,0,1,0,0,0,1,0,0
32391,1,0,5,0,1,1,1,1,0
32402,1,0,5,1,0,1,0,0,1
32424,1,0,3,0,0,0,1,1,0
32477,1,0,6,0,1,1,1,1,0
32550,1,1,3,0,1,1,0,0,0
32562,1,0,4,1,0,1,0,0,1
32651,1,0,4,1,0,0,1,0,0
32663,0,0,3,0,0,1,1,0,0
32685,0,0,2,0,0,0,1,0,1
32692,1,1,6,1,0,0,1,1,1
32709,1,1,3,0,1,0,1,0,0
32739,1,1,3,0,1,0,0,1,1
32828,1,1,4,0,1,0,1,1,0
32839,1,0,9,1,0,1,1,1,0
32877,1,1,4,0,1,0,0,1,1
32882,1,0,6,1,0,1,1,0,1
32883,1,0,3,0,1,0,0,0,1
32897,1,1,4,1,0,0,1,1,0
32900,1,1,3,0,0,1,0,0,0
32914,1,0,4,0,1,1,0,1,0
32954,0,0,3,0,0,1,0,0,1
33019,1,0,3,1,1,0,0,0,1
33074,0,0,2,1,0,0,0,1,0
33077,1,1,4,1,1,1,0,0,0
33106,1,0,3,0,1,1,0,0,1
33189,1,0,4,0,0,1,1,1,1
33190,1,1,2,0,0,0,1,1,0
33255,1,0,6,1,0,1,0,1,1
33292,1,0,5,1,0,1,1,1,0
33336,1,0,2,1,1,0,0,0,0
33345,1,0,5,0,1,0,1,1,1
33367,1,1,3,0,1,1,0,0,0
33377,0,0,2,0,1,0,0,1,0
33382,0,0,5,0,1,1,1,0,1
33392,1,0,5,0,1,1,0,1,0
33400,0,0,2,0,1,1,0,0,0
33421,1,1,2,0,0,1,0,0,1
33497,1,0,7,1,1,0,1,0,1
33499,1,0,7,0,1,1,1,1,0
33517,0,0,1,0,0,0,0,1,0
33537,0,0,1,1,0,0,0,0,0
33545,1,1,2,1,1,0,0,0,0
33578,1,1,6,0,1,1,1,1,0
33593,1,1,2,0,1,1,0,0,0
33601,0,0,5,1,0,1,0,0,0
33822,1,0,5,0,1,0,1,1,1
33843,1,1,5,1,0,0,1,1,1
33960,1,0,6,1,1,0,1,0,0
33974,1,0,2,0,1,0,0,0,0
33975,1,1,2,0,0,0,1,1,0
33979,1,1,3,0,0,1,1,0,0
33991,1,1,5,1,1,0,0,1,1
33999,1,1,5,1,1,1,1,0,1
34007,1,1,3,0,1,1,0,0,1
34056,1,1,1,0,1,0,0,0,0
34073,1,0,7,1,1,1,0,1,1
34080,1,1,2,0,0,0,0,1,1
34087,1,1,2,1,0,0,0,0,1
34094,1,0,3,0,0,1,0,1,0
34143,1,1,2,1,0,0,0,1,0
34192,1,1,4,0,1,0,0,1,1
34218,0,0,1,0,1,0,0,0,0
34263,1,1,4,0,1,1,0,0,0
34300,1,1,4,1,0,1,1,0,0
34310,1,1,5,1,0,0,1,0,1
34372,1,0,4,1,0,1,1,0,1
34390,0,0,2,0,1,0,0,0,1
34395,0,0,4,0,1,1,0,0,1
34498,1,1,9,1,1,1,1,1,1
34551,1,0,3,0,1,0,1,0,0
34573,1,0,4,0,1,0,1,1,0
34587,1,0,3,1,0,0,0,0,1
34608,1,1,6,1,1,1,1,1,0
34641,1,1,1,0,1,0,0,0,0
34649,1,0,4,0,1,1,0,0,0
34653,1,1,3,1,0,0,0,1,0
34672,0,0,1,0,0,0,1,0,0
34693,1,0,3,1,0,0,0,0,1
34708,1,0,6,0,1,0,1,1,0
34737,1,1,2,0,0,0,1,1,0
34780,0,0,3,0,0,0,0,0,1
34833,1,1,3,0,0,1,1,0,0
34935,1,0,5,0,0,1,1,0,1
34937,0,0,1,1,0,0,0,0,0
34938,1,1,1,1,0,0,0,0,0
34943,1,1,3,1,0,0,0,1,1
35006,1,0,3,1,0,0,1,0,1
35107,1,1,2,0,0,1,0,1,0
35129,1,0,3,1,0,1,0,0,1
35199,1,0,2,0,0,0,1,0,1
35212,1,1,2,0,1,1,0,0,0
35216,1,0,4,1,1,0,1,0,0
35227,1,0,2,0,0,0,1,0,1
35230,0,0,3,0,0,1,0,1,0
35247,1,0,3,1,0,0,1,1,0
35296,1,0,3,0,0,1,1,0,0
35324,1,0,5,1,1,0,1,1,1
35337,1,1,6,1,1,1,1,0,0
35409,1,0,4,1,0,1,1,1,0
35436,1,0,3,1,0,0,1,0,1
35456,1,0,3,0,0,1,1,0,1
35598,1,1,3,1,1,0,0,1,0
35619,0,0,2,0,0,0,0,0,1
35626,1,1,1,0,0,0,1,0,0
35661,0,0,4,1,0,1,1,1,0
35664,1,0,5,1,0,0,1,0,1
35668,0,0,2,0,0,0,0,1,1
35705,0,0,2,0,1,0,0,0,1
35726,0,0,3,0,0,0,1,1,0
35728,1,1,1,0,0,0,0,1,0
35756,1,1,6,0,1,0,1,1,1
35789,1,0,5,1,1,0,0,1,0
35824,0,0,4,0,0,0,1,1,0
35830,1,0,3,0,0,1,0,1,1
35837,1,0,5,0,0,0,1,1,1
35873,1,0,3,1,0,0,1,0,1
35886,0,0,1,0,1,0,0,0,0
35887,1,1,6,0,0,1,1,1,1
35923,1,1,2,0,0,0,1,0,1
35942,1,0,7,1,0,1,0,1,1
35961,1,1,4,1,0,1,0,1,0
35980,1,1,4,1,0,0,1,0,0
36005,1,1,2,0,0,0,1,0,1
36044,0,0,2,1,1,0,0,0,0
36074,0,0,1,0,0,0,1,0,0
36097,1,1,6,0,1,1,1,0,1
36115,1,0,4,1,0,0,1,1,1
36126,1,0,3,1,1,0,1,0,0
36130,1,1,2,1,0,0,0,1,0
36135,1,1,7,0,1,1,1,0,0
36148,1,1,2,1,0,0,0,1,0
36175,1,0,5,0,1,1,1,0,0
36179,1,1,1,1,0,0,0,0,0
36215,1,1,3,0,0,1,1,1,0
36308,1,0,2,0,1,0,0,1,0
36311,0,0,2,0,1,1,0,0,0
36355,1,0,2,1,0,0,1,0,0
36375,1,1,5,0,1,1,0,1,0
36377,1,0,4,1,1,0,1,0,0
36393,1,1,5,1,1,1,0,1,0
36427,1,0,5,1,1,0,0,1,1
36457,1,1,7,1,1,1,1,0,1
36500,1,1,1,0,1,0,0,0,0
36625,1,1,3,1,0,1,0,1,0
36676,1,1,6,1,0,1,1,1,1
36681,1,1,3,1,1,0,0,0,0
36717,0,0,2,0,0,0,0,1,0
36731,1,0,3,1,0,1,0,1,0
36822,1,1,1,0,0,0,0,1,0
36840,1,0,2,0,0,0,0,0,1
36858,1,1,2,0,0,0,0,1,1
36918,1,0,4,1,0,1,1,0,1
36947,0,0,2,0,0,1,0,0,1
37002,1,1,5,0,1,0,1,1,1
37007,1,1,2,0,0,1,0,1,0
37051,1,1,2,0,0,0,1,0,1
37055,1,1,5,0,0,0,1,1,1
37078,1,1,7,1,1,1,0,1,0
37121,1,1,4,0,0,1,1,1,1
37122,1,1,1,0,0,0,0,0,1
37162,1,0,3,1,0,0,1,0,0
37186,1,0,3,0,1,1,1,0,0
37270,1,1,3,1,1,1,0,0,0
37332,1,0,11,1,1,0,1,1,1
37365,1,1,5,1,1,0,0,1,1
37380,1,1,4,0,1,0,1,0,1
37382,1,1,3,0,1,1,1,0,0
37386,1,1,6,1,0,1,0,1,0
37474,1,1,3,1,1,0,1,0,0
37554,1,0,5,1,1,1,0,0,1
37559,1,0,5,1,1,1,0,1,1
37591,1,1,4,0,0,0,1,1,1
37610,0,0,1,0,0,0,0,0,1
37621,1,1,3,0,0,1,0,0,1
37622,1,1,6,1,0,1,1,1,0
37648,1,1,3,0,0,1,0,1,0
37659,1,1,4,0,1,1,1,0,0
37703,1,1,3,0,0,0,0,1,1
37708,1,1,4,0,0,1,1,1,0
37722,1,1,4,1,1,1,1,0,0
37786,1,0,5,1,1,0,1,0,0
37813,1,1,1,0,0,0,0,1,0
37856,1,0,3,0,0,1,0,0,1
37902,1,1,3,0,0,0,1,1,1
37903,1,0,6,1,1,1,0,1,0
37916,1,1,3,1,1,0,0,1,0
38043,0,0,2,0,0,1,0,0,1
38046,1,0,4,1,0,1,0,1,0
38099,1,1,2,0,1,0,1,0,0
38173,1,1,2,0,0,0,0,1,1
38175,1,1,6,1,1,1,1,0,1
38226,1,1,2,0,0,0,0,1,1
38252,1,0,7,1,0,1,1,1,0
38286,1,1,5,1,0,1,0,1,1
38349,1,0,3,1,1,0,0,1,0
38379,1,1,1,0,0,0,0,1,0
38392,1,0,2,1,0,0,0,1,0
38457,1,1,4,0,1,0,1,1,1
38468,0,0,3,1,0,0,0,0,0
38481,1,1,1,0,1,0,0,0,0
38483,1,0,2,0,0,1,1,0,0
38485,1,1,5,0,1,0,0,1,1
38491,1,1,6,1,1,1,1,0,0
38504,1,1,3,0,1,0,0,0,1
38578,0,0,2,0,1,0,0,1,0
38677,1,1,1,0,0,0,0,1,0
38683,1,0,8,1,0,1,1,1,0
38775,0,0,1,0,0,1,0,0,0
38822,1,0,6,1,1,1,1,0,0
38857,1,0,5,0,0,0,1,1,0
38867,1,1,3,0,0,1,1,0,0
38973,0,0,1,0,0,0,0,1,0
39004,1,1,3,0,0,1,1,0,0
39049,0,0,2,0,0,0,1,1,0
39056,1,1,6,1,1,0,1,1,0
39101,1,1,6,0,1,1,0,1,1
39128,1,1,4,1,0,0,1,0,1
39131,1,0,3,0,1,1,0,0,0
39144,1,1,3,0,1,0,1,0,1
39158,1,0,4,1,0,0,0,0,1
39185,1,0,2,0,1,0,0,1,0
39251,1,1,3,1,0,0,1,1,0
39277,1,0,2,0,1,0,1,0,0
39287,1,0,2,0,0,0,1,0,0
39321,1,0,5,1,1,1,1,0,0
39351,1,1,2,1,0,0,1,0,0
39364,1,1,4,1,0,1,1,0,0
39379,1,0,3,1,1,0,0,0,0
39400,0,0,7,1,0,1,1,0,1
39417,1,0,2,0,0,1,0,1,0
39460,1,1,4,1,0,0,1,1,1
39559,1,1,5,0,0,1,1,1,1
39572,0,0,3,1,0,1,1,0,0
39588,1,0,5,1,1,1,0,0,0
39628,1,1,5,0,1,1,0,0,1
39696,1,0,3,0,1,1,0,0,0
39702,1,0,4,0,1,0,0,1,0
39713,1,1,1,0,0,0,0,0,1
39761,1,1,2,0,0,1,0,1,0
39770,1,1,4,0,0,1,0,1,1
39795,1,0,6,0,1,0,1,1,0
39876,1,1,3,1,0,0,0,0,1
39956,0,0,1,0,0,0,0,0,1
39994,1,0,4,1,0,1,1,1,0
40011,1,0,5,1,0,0,1,1,1
40090,1,1,4,1,0,1,0,0,1
40098,0,0,1,0,0,0,0,1,0
40114,1,1,2,0,0,1,0,0,1
40130,1,1,5,1,0,0,1,0,1
40133,1,1,4,1,0,1,0,0,1
40164,1,1,5,1,0,1,1,1,0
40211,1,1,2,0,0,1,1,0,0
40227,1,1,4,1,1,0,0,1,1
40264,1,1,1,0,1,0,0,0,0
40350,1,0,5,1,0,0,0,1,1
40362,1,1,2,1,0,0,0,0,0
40368,1,1,5,1,1,1,0,0,1
40381,0,0,2,0,0,0,1,0,1
40517,1,1,9,1,1,1,1,1,0
40530,1,0,6,0,1,1,0,1,0
40531,0,0,1,0,0,0,1,0,0
40597,1,1,5,0,1,0,1,0,1
40666,1,1,3,0,0,1,0,1,1
40739,1,1,1,0,0,0,1,0,0
40804,1,1,1,0,0,0,0,0,1
40808,1,1,3,0,0,1,0,1,0
40880,1,1,2,0,0,0,1,1,0
40937,1,1,5,1,0,0,1,0,1
40950,0,0,1,1,0,0,0,0,0
40965,1,1,5,0,1,1,0,1,0
40968,1,1,4,1,1,0,0,1,0
41004,1,1,2,0,0,1,1,0,0
41049,1,1,2,0,0,1,0,0,1
41062,1,0,2,0,0,0,1,1,0
41115,1,0,3,0,0,1,1,0,1
41146,1,0,3,1,1,0,0,0,1
41148,1,0,2,0,0,1,0,1,0
41174,1,1,1,0,0,0,1,0,0
41221,0,0,2,1,1,0,0,0,0
41312,1,0,3,0,0,0,1,0,1
41356,1,0,3,0,0,1,1,0,1
41377,1,1,5,0,1,0,0,0,1
41382,1,1,3,0,1,1,0,0,1
41389,0,0,1,1,0,0,0,0,0
41411,1,1,5,1,0,0,1,1,1
41422,1,1,2,0,1,0,0,0,1
41454,1,1,4,0,1,0,0,1,1
41463,1,1,3,0,1,0,0,1,0
41490,1,0,2,1,1,0,0,0,0
41563,1,0,5,1,1,1,0,0,1
41573,1,1,3,1,1,1,0,0,0
41588,0,0,1,0,0,1,0,0,0
41612,1,0,6,1,1,0,1,0,1
41638,1,0,3,1,0,0,0,0,1
41641,1,0,7,1,1,1,1,1,1
41665,0,0,1,0,0,0,0,1,0
41667,1,0,3,1,0,0,1,0,1
41755,0,0,2,0,1,0,0,0,0
41848,0,0,1,0,0,0,0,0,1
41850,1,1,2,0,0,0,1,0,1
41874,1,0,6,1,0,1,0,1,0
41901,1,1,3,0,1,0,1,0,0
41935,1,1,3,0,0,1,0,1,1
41941,1,1,8,1,0,1,1,1,1
41956,1,1,3,1,0,1,0,0,1
41962,1,1,2,0,1,0,1,0,0
41964,1,1,5,1,1,1,1,1,0
41969,0,0,3,1,0,1,0,0,1
42006,1,1,2,0,0,0,1,1,0
42012,0,0,2,1,0,1,0,0,0
42014,0,0,2,1,0,1,0,0,0
42016,1,1,1,1,0,0,0,0,0
42030,1,1,4,0,1,1,1,1,0
42079,0,0,1,0,1,0,0,0,0
42285,1,0,5,1,1,1,0,1,1
42325,1,1,3,0,0,1,0,0,1
42353,1,0,2,0,1,0,1,0,0
42360,1,1,5,1,1,0,1,0,1
42399,0,0,1,0,0,0,1,0,0
42429,0,0,1,0,0,0,0,1,0
42457,0,0,3,0,1,1,0,1,0
42501,1,0,5,1,1,0,1,1,0
42580,1,1,2,0,0,0,1,0,1
42610,1,0,5,1,0,1,1,1,0
42671,1,0,3,1,1,0,0,1,0
42734,1,1,3,0,1,1,0,0,1
42761,1,1,1,0,0,0,0,1,0
42776,1,1,2,1,0,0,0,1,0
42806,1,0,2,0,1,0,0,0,1
42809,1,0,5,0,0,1,0,1,1
42818,1,0,5,1,1,0,0,1,1
42824,1,0,4,1,1,0,1,0,0
42905,1,0,5,1,0,0,0,1,1
42914,1,1,3,0,1,0,1,0,1
42970,1,0,9,0,1,1,1,1,1
42978,1,1,2,0,0,0,0,1,0
43014,1,1,7,1,1,0,1,1,0
43033,1,0,2,1,0,0,0,0,0
43036,1,0,5,0,1,1,1,1,0
43052,1,1,3,1,0,1,0,0,1
43065,1,1,7,1,1,0,1,0,1
43094,1,1,3,1,0,1,0,0,1
43175,1,1,4,1,0,1,0,0,1
43178,1,1,3,1,0,0,0,0,1
43218,1,1,1,0,0,0,1,0,0
43298,1,1,2,1,0,0,0,0,0
43333,1,1,1,0,0,0,1,0,0
43340,1,1,1,0,0,0,0,0,1
43361,1,1,2,0,0,0,0,1,0
43373,1,0,2,1,0,0,1,0,0
43398,1,0,5,1,1,1,0,0,0
43411,1,1,2,0,0,1,0,0,0
43460,0,0,2,0,0,1,0,0,0
43467,0,0,1,0,0,0,0,1,0
43521,0,0,1,1,0,0,0,0,0
43531,0,0,3,0,0,1,0,0,1
43603,1,0,5,0,1,1,0,0,1
43623,1,1,3,1,0,0,0,1,0
43692,0,0,4,0,1,1,0,0,0
43721,1,0,6,1,1,0,0,1,0
43759,1,0,4,0,1,1,0,0,1
43767,1,1,5,1,0,0,1,0,1
43783,0,0,1,0,0,1,0,0,0
43787,1,1,3,1,1,0,0,0,1
43847,1,0,2,0,0,1,0,0,1
43877,0,0,2,1,0,0,0,0,1
43883,1,1,4,0,1,1,0,0,1
43930,1,1,4,1,1,1,0,0,0
43931,1,1,5,1,0,0,1,1,1
44026,1,1,5,1,0,0,1,1,0
44038,1,0,6,1,1,1,0,1,1
44062,1,1,5,1,0,0,0,0,1
44099,1,1,1,1,0,0,0,0,0
44167,1,1,2,1,0,0,0,0,1
44261,1,1,3,1,0,0,0,1,0
44272,1,1,4,0,1,1,1,0,0
44288,0,0,2,0,0,1,0,1,0
44295,1,1,3,0,1,0,1,1,0
44303,1,1,4,0,0,1,1,1,1
44309,0,0,1,0,0,1,0,0,0
44393,1,1,4,1,1,0,1,0,0
44397,1,0,5,0,0,1,0,1,1
44400,1,1,4,0,1,0,0,1,1
44474,1,1,3,0,1,1,1,0,0
44484,1,1,2,0,0,0,1,0,1
44498,1,0,2,0,0,1,1,0,0
44528,1,1,4,1,0,0,1,0,1
44535,1,1,4,0,0,1,1,1,1
44675,1,1,5,1,0,0,0,1,0
44719,1,1,1,0,0,0,0,1,0
44752,0,0,1,0,0,0,1,0,0
44778,1,1,2,0,0,0,1,0,0
44827,1,1,6,0,0,1,1,1,1
44833,1,1,2,1,0,1,0,0,0
44859,1,0,4,0,1,0,1,1,0
44869,1,0,3,0,0,0,0,1,1
44877,1,0,2,1,0,0,0,1,0
44882,1,0,4,0,0,1,0,1,1
44982,1,0,5,1,1,1,0,0,0
44987,1,0,2,1,0,0,0,1,0
44991,1,0,2,0,0,0,0,1,1
44994,1,0,4,0,1,0,1,1,1
45053,1,0,3,0,0,1,0,0,1
45058,1,0,4,1,0,1,1,0,1
45148,0,0,2,0,1,0,0,0,1
45183,1,1,1,0,1,0,0,0,0
45192,0,0,1,0,0,0,1,0,0
45202,1,0,2,1,0,0,1,0,0
45208,1,1,2,0,1,0,0,1,0
45218,1,0,5,1,0,1,1,1,0
45297,0,0,2,0,0,0,1,0,1
45310,1,0,3,0,1,0,1,0,0
45315,1,1,4,0,1,1,1,0,0
